	Source file	DateTime	Date	Time	Duration(s)	Comments	Si29_CPS	Si29_CPS_Int2SE	Li_ppm_m7	Li_ppm_m7_Int2SE	Mg_ppm_m24	Mg_ppm_m24_Int2SE	Al_ppm_m27	Al_ppm_m27_Int2SE	K_ppm_m39	K_ppm_m39_Int2SE	Ca_ppm_m42	Ca_ppm_m42_Int2SE	Ca_ppm_m43	Ca_ppm_m43_Int2SE	Ti_ppm_m49	Ti_ppm_m49_Int2SE	Mn_ppm_m55	Mn_ppm_m55_Int2SE	Fe_ppm_m57	Fe_ppm_m57_Int2SE	Rb_ppm_m85	Rb_ppm_m85_Int2SE	Sr_ppm_m88	Sr_ppm_m88_Int2SE	Zr_ppm_m90	Zr_ppm_m90_Int2SE	Sn_ppm_m118	Sn_ppm_m118_Int2SE	Ba_ppm_m137	Ba_ppm_m137_Int2SE	La_ppm_m139	La_ppm_m139_Int2SE	Ce_ppm_m140	Ce_ppm_m140_Int2SE	Nd_ppm_m146	Nd_ppm_m146_Int2SE	Hf_ppm_m178	Hf_ppm_m178_Int2SE	Pb_ppm_m208	Pb_ppm_m208_Int2SE	ExtraMetaData	Si29_CPS_LOD	Li_ppm_m7_LOD	Mg_ppm_m24_LOD	Al_ppm_m27_LOD	K_ppm_m39_LOD	Ca_ppm_m42_LOD	Ca_ppm_m43_LOD	Ti_ppm_m49_LOD	Mn_ppm_m55_LOD	Fe_ppm_m57_LOD	Rb_ppm_m85_LOD	Sr_ppm_m88_LOD	Zr_ppm_m90_LOD	Sn_ppm_m118_LOD	Ba_ppm_m137_LOD	La_ppm_m139_LOD	Ce_ppm_m140_LOD	Nd_ppm_m146_LOD	Hf_ppm_m178_LOD	Pb_ppm_m208_LOD
Output_1_82	1306544 170-11 - 2.d	13/09/2019 (6) 15:43:29.00	13/09/2019 (6)	15:43:29.00	35.035	1306544 170-11 - 2.d	7.83E+06	0.26E+06	4.183	0.092	3544	18	7581	40	645.4	2.0	90980	510	90460	520	213.2	2.2	66.38	0.34	372.7	3.6	4.786	0.052	47.70	0.30	37.57	0.31	0.716	0.033	19.91	0.25	1.844	0.026	3.363	0.035	1.483	0.054	0.956	0.025	5.352	0.070	FILENAME: 1306544 170-11 - 2.csv	0	0.026475	0.062016	0.090821	0.34902	12.138	9.6118	0.10635	0.061499	1.223	0.029808	0.0011369	0.0022897	0.014108	0.0087023	0.00051275	0.0014145	0.0024127	0.0012193	0.0028432
Output_1_83	1306544 170-11 - 3.d	13/09/2019 (6) 15:44:58.00	13/09/2019 (6)	15:44:58.00	35.036	1306544 170-11 - 3.d	7.59E+06	0.29E+06	4.311	0.089	3538	25	7698	45	672.0	2.2	91250	660	90470	700	218.6	2.3	66.83	0.42	387.4	4.0	5.192	0.067	47.35	0.35	50.50	0.36	0.778	0.039	20.16	0.25	1.854	0.029	3.404	0.039	1.457	0.041	1.310	0.031	6.386	0.087	FILENAME: 1306544 170-11 - 3.csv	0	0.035305	0.061399	0.092372	0.48179	10.369	11.552	0.10113	0.076149	1.1466	0.027411	0.0024234	0.0013829	0.012825	0.0045848	0.00074219	0	0.0058708	0.0017649	0.0016456
Output_1_84	1306544 170-11 - 4.d	13/09/2019 (6) 15:46:33.00	13/09/2019 (6)	15:46:33.00	35.036	1306544 170-11 - 4.d	7.40E+06	0.29E+06	4.429	0.091	3482	26	7805	49	680.8	2.2	90720	630	89800	640	223.2	2.1	66.89	0.44	410.5	4.5	5.397	0.060	46.75	0.33	73.44	0.62	0.874	0.041	20.02	0.25	1.866	0.025	3.386	0.042	1.514	0.049	1.799	0.042	9.734	0.085	FILENAME: 1306544 170-11 - 4.csv	0	0.032046	0.049719	0.082318	0.46985	13.151	11.804	0.14529	0.083805	1.2165	0.024464	0.0026551	0.0019905	0.012467	0.008023	0.00092504	0.00092546	0.0049887	0.0030416	0.002313
Output_1_85	1306544 170-11 - 5.d	13/09/2019 (6) 15:48:06.00	13/09/2019 (6)	15:48:06.00	35.036	1306544 170-11 - 5.d	7.64E+06	0.29E+06	4.226	0.094	3773	17	7572	38	658.1	2.5	90930	540	90710	580	213.7	1.9	68.59	0.38	373.4	4.0	5.109	0.066	48.33	0.34	34.45	0.62	0.735	0.036	20.35	0.26	1.832	0.027	3.347	0.042	1.467	0.049	0.917	0.034	5.234	0.062	FILENAME: 1306544 170-11 - 5.csv	0	0.032086	0.054355	0.0877	0.43132	12.268	11.765	0.12465	0.061921	1.1743	0.025689	0.0023944	0.0026739	0.015458	0.0088634	0.001022	0.00052249	0	0.0024303	0.0036699
Output_1_86	1306544 170-11 - 6.d	13/09/2019 (6) 15:49:46.00	13/09/2019 (6)	15:49:46.00	35.034	1306544 170-11 - 6.d	7.67E+06	0.27E+06	4.198	0.080	3667	22	7566	36	649.0	2.3	90670	510	90560	520	213.5	2.1	67.00	0.39	368.0	3.8	4.898	0.057	47.79	0.28	40.05	0.21	0.718	0.038	20.52	0.29	1.859	0.031	3.385	0.043	1.486	0.048	1.029	0.031	5.490	0.073	FILENAME: 1306544 170-11 - 6.csv	0	0.027817	0.043801	0.079846	0.47583	12.568	10.997	0.13003	0.082669	1.2881	0.027143	0.0023846	0.001361	0.017776	0.0077014	0.00088803	0.0010181	0.0053141	0.0033193	0.0031016
Output_1_87	1306544 170-11 - 7.d	13/09/2019 (6) 15:51:16.00	13/09/2019 (6)	15:51:16.00	35.035	1306544 170-11 - 7.d	7.60E+06	0.27E+06	4.135	0.089	3514	22	7684	43	671.6	2.5	90690	520	90510	620	218.0	1.9	66.65	0.42	389.2	3.4	5.258	0.061	47.31	0.33	54.17	0.29	0.788	0.040	19.46	0.30	1.860	0.033	3.406	0.038	1.500	0.044	1.322	0.039	6.083	0.071	FILENAME: 1306544 170-11 - 7.csv	0	0.025526	0.043097	0.073806	0.42197	14.523	10.034	0.14356	0.077756	1.1352	0.027956	0.00083322	0.003259	0.017089	0.0045763	0.00090088	0.0012458	0.0034861	0.0021422	0.0025766
Output_1_88	1306544 170-11 - 8.d	13/09/2019 (6) 15:52:50.00	13/09/2019 (6)	15:52:50.00	35.036	1306544 170-11 - 8.d	7.76E+06	0.26E+06	4.209	0.097	3558	19	7561	43	641.1	2.1	90670	530	90510	510	215.4	2.1	66.07	0.42	374.7	3.6	4.826	0.060	47.82	0.33	35.77	0.22	0.769	0.039	20.56	0.28	1.826	0.027	3.407	0.037	1.476	0.048	0.907	0.024	5.375	0.063	FILENAME: 1306544 170-11 - 8.csv	0	0.030142	0.046814	0.074963	0.44404	14.13	10.578	0.11009	0.086864	1.1496	0.026726	0.0017703	0.0013511	0.013708	0.0087625	0.00072511	0.00088165	0.0061467	0.0017242	0.0024942
Output_1_89	1306544 170-11 - 9.d	13/09/2019 (6) 15:54:24.00	13/09/2019 (6)	15:54:24.00	35.036	1306544 170-11 - 9.d	7.48E+06	0.29E+06	4.269	0.089	3484	24	7611	39	670.2	2.3	90020	490	89860	560	214.5	2.3	65.82	0.41	381.5	4.2	5.155	0.064	46.85	0.29	43.52	0.28	0.763	0.040	19.42	0.27	1.832	0.023	3.369	0.032	1.462	0.058	1.067	0.029	5.189	0.063	FILENAME: 1306544 170-11 - 9.csv	0	0.029882	0.057191	0.077455	0.45651	12.742	10.261	0.12041	0.076172	1.0573	0.027296	0.0014291	0.0019476	0.014103	0.0099828	0.0010375	0.00090514	0.0035026	0.0021523	0.0026654
Output_1_90	1306544 170-11 - 10.d	13/09/2019 (6) 15:56:02.19	13/09/2019 (6)	15:56:02.19	27.887	1306544 170-11 - 10.d	8.05E+06	0.26E+06	4.167	0.089	3511	14	7715	26	668.5	2.5	91070	460	90470	500	221.6	2.7	66.45	0.49	392.5	4.0	5.278	0.079	46.97	0.33	55.6	2.3	0.821	0.044	19.88	0.28	1.873	0.028	3.411	0.041	1.456	0.054	1.321	0.054	6.26	0.13	FILENAME: 1306544 170-11 - 10.csv	0	0.034542	0.050348	0.066671	0.46029	12.884	11.151	0.11686	0.071406	1.1093	0.024499	0.0014125	0.001371	0.016002	0.0045445	0.00089474	0.00073581	0.0053538	0.0012461	0.0021075
Output_1_91	1305190 586-16.1 - 1.d	13/09/2019 (6) 16:03:53.00	13/09/2019 (6)	16:03:53.00	35.034	1305190 586-16.1 - 1.d	7.96E+06	0.29E+06	8.40	0.14	25990	140	581.8	3.4	119.55	0.75	65020	410	64840	430	130.1	1.7	22.24	0.21	588.8	5.4	0.503	0.022	46.98	0.28	18.25	0.16	12.23	0.16	3.34	0.11	1.030	0.016	1.569	0.027	0.790	0.037	0.451	0.019	0.504	0.019	FILENAME: 1305190 586-16.1 - 1.csv	0	0.029214	0.046818	0.073865	0.46095	12.252	9.1323	0.11405	0.079229	1.1233	0.025944	0.0020329	0.0022132	0.015044	0.0093353	0.0011027	0.00069607	0.0050661	0.001655	0.0027452
Output_1_92	1305190 586-16.1 - 2.d	13/09/2019 (6) 16:05:32.00	13/09/2019 (6)	16:05:32.00	35.036	1305190 586-16.1 - 2.d	8.08E+06	0.31E+06	8.32	0.13	26110	140	583.4	3.3	118.44	0.64	65220	390	65160	410	131.7	1.4	22.00	0.20	589.0	4.4	0.542	0.020	47.20	0.29	18.67	0.14	12.22	0.16	3.296	0.090	1.039	0.018	1.590	0.023	0.859	0.039	0.483	0.020	0.531	0.019	FILENAME: 1305190 586-16.1 - 2.csv	0	0.032416	0.056964	0.081622	0.40845	11.179	12.087	0.1051	0.07622	1.0667	0.023778	0.0027208	0.0028071	0.015005	0.0083904	0.00084451	0.00049443	0.0050529	0.0020067	0.002575
Output_1_93	1305190 586-16.1 - 3.d	13/09/2019 (6) 16:07:06.00	13/09/2019 (6)	16:07:06.00	35.036	1305190 586-16.1 - 3.d	8.08E+06	0.31E+06	8.41	0.12	26030	150	582.2	3.8	120.57	0.86	65020	420	64440	490	130.7	1.6	22.02	0.19	590.3	5.3	0.514	0.025	46.76	0.34	19.10	0.17	12.85	0.16	3.37	0.10	1.003	0.017	1.571	0.026	0.798	0.040	0.482	0.020	0.522	0.016	FILENAME: 1305190 586-16.1 - 3.csv	0	0.025413	0.059517	0.069571	0.4167	12.067	9.6063	0.094973	0.063958	1.1497	0.01909	0.00077461	0.0018007	0.016089	0	0.00049079	0.00083735	0.0039413	0.0022816	0.0025544
Output_1_94	1305190 586-16.1 - 4.d	13/09/2019 (6) 16:08:44.00	13/09/2019 (6)	16:08:44.00	35.036	1305190 586-16.1 - 4.d	8.04E+06	0.28E+06	8.24	0.13	25910	130	579.8	2.5	119.38	0.79	64870	360	64590	410	131.2	1.5	21.96	0.19	589.2	6.1	0.532	0.022	46.86	0.27	18.48	0.15	12.10	0.15	3.32	0.11	1.022	0.019	1.576	0.029	0.807	0.037	0.447	0.021	0.544	0.019	FILENAME: 1305190 586-16.1 - 4.csv	0	0.0321	0.048144	0.072479	0.45892	11.847	10.851	0.10904	0.078785	1.1128	0.022617	0.0015288	0	0.01554	0.0073247	0.00084511	0.00084457	0.0045566	0.0020076	0.002109
Output_1_95	1305190 586-16.1 - 5.d	13/09/2019 (6) 16:10:15.00	13/09/2019 (6)	16:10:15.00	35.034	1305190 586-16.1 - 5.d	7.89E+06	0.34E+06	8.36	0.11	26120	150	580.9	2.8	117.54	0.88	65060	410	64620	400	132.0	1.7	21.69	0.20	579.8	4.3	0.523	0.025	46.75	0.30	15.77	0.17	10.41	0.17	3.18	0.10	1.027	0.020	1.581	0.026	0.850	0.035	0.412	0.017	0.490	0.016	FILENAME: 1305190 586-16.1 - 5.csv	0	0.029898	0.048627	0.077193	0.39042	12.452	9.8328	0.12102	0.061708	0.98797	0.026021	0.0018873	0.0013235	0.013676	0.0095333	0.0011	0.00071085	0.0051745	0.0012033	0.0028773
Output_1_96	1305190 586-16.1 - 6.d	13/09/2019 (6) 16:11:49.00	13/09/2019 (6)	16:11:49.00	35.036	1305190 586-16.1 - 6.d	7.86E+06	0.34E+06	8.39	0.13	25990	160	579.5	3.7	118.86	0.74	64850	490	64810	470	132.2	1.6	21.85	0.21	581.5	4.7	0.507	0.020	46.76	0.36	18.93	0.23	11.25	0.14	3.303	0.090	1.012	0.021	1.572	0.024	0.812	0.037	0.480	0.018	0.525	0.018	FILENAME: 1305190 586-16.1 - 6.csv	0	0.030675	0.048513	0.08205	0.45709	12.483	12.487	0.15824	0.087581	1.2073	0.026843	0.0015709	0.0013287	0.014059	0.0061896	0.0005087	0.00050832	0.0033598	0.0016962	0.0028134
Output_1_97	1305190 586-16.1 - 7.d	13/09/2019 (6) 16:13:23.00	13/09/2019 (6)	16:13:23.00	35.036	1305190 586-16.1 - 7.d	7.83E+06	0.31E+06	8.35	0.13	25870	140	574.7	2.8	119.88	0.67	64730	400	64440	400	131.4	1.3	22.16	0.19	586.0	4.8	0.547	0.020	46.70	0.32	17.91	0.15	12.35	0.16	3.45	0.11	1.018	0.019	1.559	0.026	0.833	0.039	0.476	0.020	0.519	0.016	FILENAME: 1305190 586-16.1 - 7.csv	0	0.031154	0.052319	0.080003	0.53795	10.258	9.0119	0.10752	0.082661	1.0961	0.028087	0.0013749	0.0018713	0.013311	0.011483	0.00087118	0.00099775	0.004098	0.0026309	0.0026543
Output_1_98	1305190 586-16.1 - 8.d	13/09/2019 (6) 16:15:02.00	13/09/2019 (6)	16:15:02.00	35.036	1305190 586-16.1 - 8.d	7.82E+06	0.29E+06	8.50	0.13	25930	130	579.8	2.8	119.32	0.77	64810	390	64450	430	131.2	1.5	22.10	0.20	582.2	5.1	0.527	0.019	46.62	0.29	18.19	0.17	11.81	0.14	3.42	0.10	1.018	0.019	1.557	0.025	0.793	0.034	0.457	0.019	0.510	0.017	FILENAME: 1305190 586-16.1 - 8.csv	0	0.028572	0.05243	0.081447	0.40285	13.5	11.085	0.10002	0.065021	1.1451	0.025984	0.0013775	0.0038764	0.014511	0.007563	0.0005113	0.00051088	0.0024051	0.0032571	0.0033616
Output_1_99	1305190 586-16.1 - 9.d	13/09/2019 (6) 16:16:32.00	13/09/2019 (6)	16:16:32.00	35.034	1305190 586-16.1 - 9.d	8.09E+06	0.29E+06	8.28	0.13	25920	120	582.4	2.7	119.30	0.79	64830	320	64780	290	131.9	1.4	22.06	0.17	591.5	5.2	0.527	0.021	47.03	0.28	20.17	0.15	13.06	0.15	3.40	0.11	1.014	0.018	1.590	0.023	0.817	0.033	0.516	0.021	0.505	0.017	FILENAME: 1305190 586-16.1 - 9.csv	0	0.026349	0.052772	0.075437	0.40796	11.695	11.238	0.12902	0.078431	1.2183	0.025106	0.0010954	0.0018124	0.015108	0.0060135	0.0008439	0	0.0045498	0.0028397	0.002214
Output_1_100	1305190 586-16.1 - 10.d	13/09/2019 (6) 16:18:06.00	13/09/2019 (6)	16:18:06.00	35.036	1305190 586-16.1 - 10.d	8.05E+06	0.30E+06	8.37	0.14	25950	120	579.3	3.0	118.01	0.72	64750	330	64740	360	134.9	1.4	21.93	0.19	591.2	4.5	0.535	0.019	46.75	0.26	17.95	0.16	11.72	0.17	3.27	0.10	1.031	0.021	1.569	0.028	0.818	0.035	0.472	0.019	0.527	0.017	FILENAME: 1305190 586-16.1 - 10.csv	0	0.028762	0.056678	0.069731	0.37037	12.925	10.01	0.14814	0.071591	1.0487	0.022671	0	0.0028129	0.01401	0.0095566	0.0014405	0.00049573	0.0039842	0.0026179	0.002323
Output_1_101	1302596 693-12 - 1.d	13/09/2019 (6) 16:26:01.00	13/09/2019 (6)	16:26:01.00	35.035	1302596 693-12 - 1.d	7.79E+06	0.30E+06	5.91	0.12	21810	120	6548	38	2411.4	5.2	63630	410	63590	460	265.7	2.5	45.86	0.31	843.6	6.9	8.749	0.098	48.26	0.32	104.81	0.66	7.46	0.11	72.21	0.61	2.224	0.035	4.150	0.047	1.848	0.059	2.615	0.048	114.38	0.74	FILENAME: 1302596 693-12 - 1.csv	0	0.029195	0.043115	0.082012	0.40328	13.285	10.054	0.13724	0.070579	1.1288	0.028873	0.0018904	0.0028772	0.016372	0.0075011	0.00099299	0.00071174	0.0023869	0.0020538	0.0029459
Output_1_102	1302596 693-12 - 2.d	13/09/2019 (6) 16:27:44.00	13/09/2019 (6)	16:27:44.00	35.036	1302596 693-12 - 2.d	7.89E+06	0.30E+06	5.86	0.10	21800	110	6533	32	2398.1	7.6	63360	400	63550	390	264.8	2.3	45.43	0.28	844.4	6.3	8.658	0.089	48.34	0.28	105.33	0.53	7.420	0.091	71.84	0.56	2.222	0.027	4.069	0.041	1.875	0.055	2.586	0.058	111.35	0.65	FILENAME: 1302596 693-12 - 2.csv	0	0.029597	0.048171	0.079611	0.36976	12.745	9.4969	0.10862	0.063209	1.1902	0.026366	0.0018846	0.0025852	0.013565	0.007477	0.00050594	0.00086268	0.0040621	0.0023462	0.0035342
Output_1_103	1302596 693-12 - 3.d	13/09/2019 (6) 16:29:14.00	13/09/2019 (6)	16:29:14.00	35.035	1302596 693-12 - 3.d	7.78E+06	0.27E+06	5.94	0.10	21620	130	6726	71	2390.9	6.7	63060	420	63030	400	264.7	2.4	44.95	0.36	840.0	6.6	8.522	0.070	47.83	0.31	245	52	7.414	0.099	70.79	0.62	2.238	0.031	4.128	0.047	1.802	0.051	6.1	1.3	111.3	1.1	FILENAME: 1302596 693-12 - 3.csv	0	0.032484	0.059012	0.079767	0.40741	13.238	11.853	0.10141	0.089676	0.98894	0.024623	0.00080678	0.0036807	0.015627	0.0096077	0.00071779	0.00087164	0.0056751	0.0012113	0.0046029
Output_1_104	1302596 693-12 - 4.d	13/09/2019 (6) 16:30:48.00	13/09/2019 (6)	16:30:48.00	35.036	1302596 693-12 - 4.d	7.94E+06	0.26E+06	5.894	0.094	21890	110	6529	33	2421.3	7.2	63540	360	63510	360	265.3	2.4	45.80	0.31	840.2	5.0	8.749	0.088	48.07	0.27	103.30	0.56	7.86	0.10	72.81	0.58	2.238	0.031	4.138	0.044	1.801	0.051	2.570	0.051	117.75	0.93	FILENAME: 1302596 693-12 - 4.csv	0	0.027804	0.050314	0.085406	0.41279	12.786	12.113	0.11146	0.077709	1.1327	0.029743	0.0011097	0.0025593	0.01624	0.0060851	0.00097985	0.0010859	0.0040205	0.0016656	0.0037343
Output_1_105	1302596 693-12 - 5.d	13/09/2019 (6) 16:32:22.00	13/09/2019 (6)	16:32:22.00	35.036	1302596 693-12 - 5.d	8.00E+06	0.27E+06	5.84	0.10	21860	110	6468	29	2428.4	6.2	63710	360	63730	380	265.3	2.4	46.49	0.30	838.8	5.7	8.733	0.090	48.04	0.28	96.97	0.52	8.20	0.11	74.29	0.55	2.213	0.030	4.161	0.040	1.853	0.056	2.421	0.046	125.86	0.90	FILENAME: 1302596 693-12 - 5.csv	0	0.03243	0.0541	0.065846	0.47109	12.077	11.19	0.12997	0.068528	1.0473	0.029288	0.0013434	0.0022236	0.014842	0.0093684	0.00085122	0.0015747	0.0040032	0.0023107	0.0037671
Output_1_106	1302596 693-12 - 6.d	13/09/2019 (6) 16:34:01.00	13/09/2019 (6)	16:34:01.00	35.036	1302596 693-12 - 6.d	7.81E+06	0.29E+06	5.930	0.093	21880	120	6452	34	2427.9	7.3	63240	400	63120	410	263.8	2.3	46.29	0.30	841.4	6.1	8.742	0.089	47.60	0.32	94.94	0.70	7.98	0.11	72.66	0.59	2.235	0.031	4.148	0.038	1.792	0.053	2.364	0.047	123.0	1.2	FILENAME: 1302596 693-12 - 6.csv	0	0.025988	0.044704	0.075331	0.43735	12.575	11.733	0.13713	0.073115	0.9226	0.028608	0.0031019	0.0013347	0.01312	0.0075458	0.0011092	0.00071634	0.0033734	0.0020651	0.0042651
Output_1_107	1302596 693-12 - 7.d	13/09/2019 (6) 16:35:30.00	13/09/2019 (6)	16:35:30.00	35.035	1302596 693-12 - 7.d	7.91E+06	0.29E+06	5.83	0.10	21862	89	6559	29	2397.7	7.5	63820	300	63500	350	263.8	2.2	45.68	0.31	833.8	6.2	8.547	0.094	48.55	0.24	105.31	0.65	7.50	0.13	71.41	0.47	2.233	0.028	4.113	0.042	1.802	0.057	2.557	0.052	113.6	1.3	FILENAME: 1302596 693-12 - 7.csv	0	0.027198	0.051463	0.075946	0.49785	12.239	10.3	0.1222	0.066564	1.1543	0.024505	0.0015484	0.0033142	0.014837	0.0074047	0.00085594	0.00097971	0.0059652	0.002639	0.0049003
Output_1_108	1302596 693-12 - 8.d	13/09/2019 (6) 16:37:04.00	13/09/2019 (6)	16:37:04.00	35.036	1302596 693-12 - 8.d	7.85E+06	0.29E+06	5.87	0.11	21930	120	6545	38	2420.7	6.4	63440	350	63570	400	265.5	2.1	46.03	0.31	838.3	7.5	8.647	0.093	48.28	0.30	102.85	0.56	7.878	0.091	72.88	0.60	2.212	0.028	4.151	0.042	1.830	0.059	2.528	0.048	117.84	0.71	FILENAME: 1302596 693-12 - 8.csv	0	0.031773	0.057128	0.083989	0.49461	13.029	10.689	0.10635	0.068167	1.0987	0.026279	0.002151	0.0013272	0.015975	0.0074996	0.00086703	0.00071211	0.0046734	0.0016879	0.0042938
Output_1_109	1302596 693-12 - 9.d	13/09/2019 (6) 16:38:39.00	13/09/2019 (6)	16:38:39.00	35.036	1302596 693-12 - 9.d	7.97E+06	0.28E+06	5.818	0.084	21817	97	6539	27	2390.7	7.8	63730	350	63250	350	262.9	2.3	45.75	0.30	838.4	6.0	8.584	0.090	48.29	0.27	105.17	0.50	7.52	0.12	71.35	0.60	2.215	0.031	4.145	0.042	1.861	0.058	2.583	0.042	114.16	0.79	FILENAME: 1302596 693-12 - 9.csv	0	0.032063	0.047015	0.07812	0.38811	13.416	9.7234	0.12538	0.08345	1.0009	0.025833	0.0013481	0.0018359	0.012829	0.0073867	0.0013793	0.00085288	0.0064862	0.0025706	0.0050095
Output_1_110	1302596 693-12 - 10.d	13/09/2019 (6) 16:40:18.00	13/09/2019 (6)	16:40:18.00	35.036	1302596 693-12 - 10.d	7.81E+06	0.27E+06	5.916	0.096	21810	120	6542	33	2407.2	5.9	63930	390	63400	390	263.3	2.3	45.74	0.33	834.2	5.8	8.627	0.091	48.66	0.34	105.58	0.68	7.57	0.13	72.13	0.59	2.239	0.034	4.090	0.047	1.880	0.061	2.639	0.045	114.46	0.69	FILENAME: 1302596 693-12 - 10.csv	0	0.027548	0.045451	0.072876	0.48139	12.927	11.023	0.11624	0.079583	1.1446	0.02544	0.0023398	0.0013345	0.016059	0.0086384	0.00071688	0.00087035	0.0053381	0.0026226	0.0042765
Output_1_111	1302596 693-11 - 1.d	13/09/2019 (6) 16:48:11.00	13/09/2019 (6)	16:48:11.00	35.036	1302596 693-11 - 1.d	7.78E+06	0.24E+06	9.171	0.098	25840	110	7288	37	4150	12	57520	310	57760	400	149.7	1.7	19.27	0.18	499.5	4.7	6.876	0.071	202.6	1.0	19.81	0.15	0.357	0.023	141.5	1.0	1.947	0.026	2.872	0.033	1.144	0.045	0.496	0.020	0.794	0.025	FILENAME: 1302596 693-11 - 1.csv	0	0.032735	0.11031	0.080144	0.48856	12.739	10.58	0.10302	0.084205	1.022	0.026681	0.0020156	0.0025813	0.014323	0.0074439	0.0010956	0.00070749	0.004051	0.0016747	0.002996
Output_1_112	1302596 693-11 - 2.d	13/09/2019 (6) 16:49:50.00	13/09/2019 (6)	16:49:50.00	35.036	1302596 693-11 - 2.d	7.87E+06	0.28E+06	9.05	0.14	25860	120	7282	36	4155	12	57530	290	57460	360	152.1	1.5	19.27	0.21	497.2	4.9	6.878	0.073	202.16	0.96	19.98	0.23	0.353	0.024	141.0	1.0	1.970	0.029	2.834	0.035	1.100	0.048	0.507	0.022	0.808	0.024	FILENAME: 1302596 693-11 - 2.csv	0	0.031155	0.050072	0.071428	0.44466	11.986	10.363	0.11788	0.079141	1.1018	0.025656	0.0018851	0.0028709	0.012495	0.010314	0.0007101	0.00050504	0.0040603	0.0023904	0.0022511
Output_1_113	1302596 693-11 - 3.d	13/09/2019 (6) 16:51:24.00	13/09/2019 (6)	16:51:24.00	35.036	1302596 693-11 - 3.d	7.67E+06	0.28E+06	9.06	0.13	25830	140	7263	39	4172	12	57270	330	57480	410	148.5	1.8	19.00	0.17	494.3	4.8	6.917	0.058	201.4	1.2	19.40	0.21	0.379	0.027	139.9	1.1	1.945	0.033	2.837	0.036	1.160	0.054	0.486	0.021	0.814	0.021	FILENAME: 1302596 693-11 - 3.csv	0	0.036429	0.057151	0.087251	0.4795	13.959	11.445	0.10265	0.087848	1.0369	0.023404	0.0015979	0.0018982	0.017309	0.0076262	0.00072605	0.0005164	0.0063149	0.002884	0.0032657
Output_1_114	1302596 693-11 - 4.d	13/09/2019 (6) 16:53:03.00	13/09/2019 (6)	16:53:03.00	35.036	1302596 693-11 - 4.d	7.59E+06	0.28E+06	9.07	0.15	25840	150	7278	41	4188	11	57170	410	57450	430	148.7	1.7	19.17	0.17	497.4	4.6	7.049	0.071	201.1	1.3	19.83	0.17	0.369	0.023	139.83	0.99	1.955	0.029	2.845	0.040	1.148	0.049	0.496	0.019	0.794	0.025	FILENAME: 1302596 693-11 - 4.csv	0	0.029776	0.057467	0.09149	0.49831	13.339	12.41	0.10692	0.074527	1.3234	0.027227	0.00082439	0.0019161	0.012286	0	0.00073291	0.00102	0.0041908	0.0017315	0.0028523
Output_1_115	1302596 693-11 - 5.d	13/09/2019 (6) 16:54:33.00	13/09/2019 (6)	16:54:33.00	35.035	1302596 693-11 - 5.d	7.78E+06	0.28E+06	8.94	0.14	25830	120	7283	34	4140	11	57240	320	57320	360	148.7	1.8	19.08	0.21	501.5	4.6	6.905	0.074	200.5	1.1	20.17	0.18	0.368	0.024	139.12	0.91	1.904	0.032	2.814	0.034	1.198	0.047	0.478	0.020	0.802	0.023	FILENAME: 1302596 693-11 - 5.csv	0	0.028926	0.069826	0.072949	0.43049	12.987	9.8135	0.11903	0.064511	1.1869	0.025354	0	0.0040656	0.014421	0.0075478	0.00071874	0	0.0062516	0.00314	0.0030807
Output_1_116	1302596 693-11 - 6.d	13/09/2019 (6) 16:56:06.00	13/09/2019 (6)	16:56:06.00	35.036	1302596 693-11 - 6.d	7.40E+06	0.27E+06	9.16	0.13	25920	140	7276	38	4173	11	57050	350	57630	380	147.2	2.0	19.19	0.21	502.3	4.6	6.892	0.079	200.9	1.1	20.31	0.17	0.378	0.029	139.32	0.90	1.937	0.025	2.766	0.031	1.069	0.045	0.481	0.021	0.792	0.019	FILENAME: 1302596 693-11 - 6.csv	0	0.039367	0.057446	0.088317	0.46501	13.579	11.618	0.1442	0.063785	1.1327	0.028113	0.0021414	0.0023916	0.018299	0.006498	0.00053587	0.00075149	0.0043025	0.0021607	0.0036668
Output_1_117	1302596 693-11 - 7.d	13/09/2019 (6) 16:57:40.00	13/09/2019 (6)	16:57:40.00	35.036	1302596 693-11 - 7.d	7.89E+06	0.29E+06	9.02	0.12	25850	130	7291	37	4139	12	57210	320	57470	390	148.7	1.8	19.06	0.16	499.1	4.3	6.863	0.071	200.9	1.2	20.03	0.16	0.375	0.024	140.1	1.1	1.936	0.030	2.823	0.036	1.146	0.039	0.508	0.022	0.791	0.025	FILENAME: 1302596 693-11 - 7.csv	0	0.028251	0.062426	0.075639	0.43846	12.66	10.656	0.12292	0.081558	1.1312	0.025484	0.0011185	0.0034232	0.017466	0.0085205	0.00086084	0.0007072	0.0046407	0	0.0026867
